MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
3,5,8,3,4,8,6,54.59815003,5,6,3,3,7,4,6,3,8,6,6,6,0.370887743
7,3,1,1,5,2,5,54.59815003,10,4,6,8,5,6,3,1,7,6,9,0,0.328151193
7,4,3,9,7,7,7,403.4287935,5,6,3,3,7,9,9,4,7,9,5,8,0.389789155
5,3,7,3,3,7,11,20.08553692,3,7,4,6,5,3,6,6,4,1,1,6,0.41010304
10,9,7,0,3,5,3,22026.46579,6,7,6,5,3,5,2,8,4,8,7,5,0.31005268
2,4,5,3,0,7,5,1096.633158,3,3,6,2,8,4,1,4,1,7,3,7,0.383871461
5,7,3,4,5,2,6,403.4287935,4,4,3,5,6,5,2,9,5,4,4,1,0.380561629
4,8,6,6,6,8,5,1096.633158,5,5,5,2,5,6,5,4,6,8,3,5,0.336968883
7,4,4,4,2,5,4,403.4287935,6,7,3,6,4,3,7,4,2,1,6,5,0.439350548
2,10,4,4,5,4,8,2980.957987,7,6,5,6,5,4,5,9,4,6,9,7,0.369970399
6,8,7,1,4,6,6,148.4131591,4,5,5,4,3,5,7,7,7,6,1,5,0.424320116
3,4,2,3,6,3,2,54.59815003,4,4,6,3,5,10,3,5,7,4,4,3,0.32665111
3,2,3,5,7,0,9,403.4287935,2,2,6,2,5,3,4,9,7,6,5,2,0.404838715
5,5,5,5,5,7,5,22026.46579,7,0,6,8,8,4,6,7,7,3,6,7,0.311100946
6,4,5,6,4,4,6,8103.083928,5,3,7,8,3,4,5,7,3,5,4,6,0.309536902
4,4,2,3,7,6,2,1096.633158,1,5,2,,6,3,3,6,9,7,4,5,0.32689901
5,3,6,3,1,2,7,54.59815003,5,3,9,8,8,5,1,4,1,2,10,12,0.403219129
11,3,6,5,5,7,4,148.4131591,3,3,5,1,7,6,6,6,3,5,6,3,0.43957634
5,5,8,0,3,8,3,1096.633158,2,4,6,3,2,4,4,4,4,7,9,7,0.413536214
4,3,3,4,5,3,10,54.59815003,3,3,3,2,3,5,3,2,5,9,5,2,0.359456842
7,9,3,6,3,7,4,148.4131591,0,3,4,2,5,2,8,3,3,6,8,2,0.390102006
1,1,5,5,3,9,9,59874.14172,8,4,6,5,5,5,5,4,3,5,6,3,0.366445384
8,6,8,7,7,8,3,148.4131591,3,6,9,5,6,5,9,5,9,7,2,6,0.334637402
4,4,3,7,5,3,7,1096.633158,4,5,8,3,2,5,4,2,6,3,4,11,0.386222379
3,6,3,5,4,5,4,403.4287935,2,5,6,9,5,6,3,2,2,8,1,2,0.374146088
9,4,5,4,5,4,7,54.59815003,4,9,4,4,2,3,3,4,4,7,5,8,0.375288227
8,4,5,5,4,5,5,403.4287935,7,1,6,5,2,2,4,5,4,5,5,5,0.308876145
3,8,6,4,2,5,6,54.59815003,4,5,1,2,3,7,4,8,2,5,2,1,0.316947521
4,3,5,6,4,5,8,8103.083928,6,3,5,12,2,5,9,4,4,5,6,2,0.369957241
4,4,3,6,5,4,4,2980.957987,2,5,4,6,6,7,3,6,4,5,4,2,0.350220312
8,2,1,4,6,4,2,2980.957987,3,2,7,2,6,7,2,4,6,4,5,7,0.35950002
6,8,4,6,5,7,6,2980.957987,6,4,4,2,11,7,6,2,4,6,3,7,0.35460585
3,2,5,2,4,3,5,7.389056099,6,6,5,4,7,3,1,7,4,3,7,4,0.399599263
8,0,3,8,6,1,5,1096.633158,2,5,5,7,2,2,7,5,5,6,10,4,0.324998471
8,1,4,2,4,5,5,2.718281828,5,3,7,2,5,5,7,4,5,4,3,4,0.431899627
5,7,4,5,7,5,4,8103.083928,6,4,4,5,6,6,8,6,8,4,6,1,0.365857125
14,3,5,4,5,2,4,1096.633158,3,6,3,5,2,3,4,5,7,5,4,6,0.34765385
3,1,3,4,7,5,7,2980.957987,7,7,6,9,5,2,2,3,7,4,2,5,0.302964664
4,5,7,9,8,11,6,2980.957987,4,8,7,6,7,4,6,6,4,10,2,7,0.349717443
5,7,4,3,2,5,4,54.59815003,3,6,1,4,10,7,5,7,3,1,3,8,0.387605708
5,4,2,3,5,6,10,1096.633158,10,3,7,5,3,6,4,4,6,2,5,5,0.411616798
6,7,7,4,5,9,3,54.59815003,7,8,8,3,8,1,6,3,5,1,2,8,0.402480767
8,4,5,8,8,7,3,2980.957987,3,4,5,4,5,4,7,4,7,5,1,4,0.380250784
5,7,6,4,6,6,7,148.4131591,2,4,4,4,4,6,7,4,6,8,1,4,0.361052044
4,6,4,3,4,5,4,54.59815003,3,4,4,8,5,2,6,7,4,8,8,6,0.373562827
5,4,8,1,5,6,6,7.389056099,4,11,7,4,6,4,4,8,5,9,6,6,0.434651021
3,2,3,6,5,5,3,403.4287935,7,3,3,4,0,6,4,5,3,1,1,8,0.435253978
,6,8,5,5,6,7,403.4287935,10,4,2,6,8,6,8,5,6,6,6,3,0.412460685
4,4,8,8,6,5,6,20.08553692,5,5,3,9,4,4,2,5,6,6,5,5,0.323357205
5,8,6,7,5,3,3,403.4287935,6,3,4,6,4,5,7,4,5,4,2,10,0.43079105
,3,7,6,7,2,5,7.389056099,1,2,7,7,5,5,1,3,6,3,4,2,0.390704298
8,3,2,4,4,8,2,1096.633158,6,6,2,3,8,8,4,3,2,4,3,2,0.366891935
,8,10,6,7,2,4,1096.633158,5,4,4,7,4,1,4,7,5,4,7,5,0.378600624
6,7,2,7,9,7,4,1096.633158,9,4,6,5,6,4,4,6,8,8,7,5,0.366699009
,2,3,3,6,3,1,54.59815003,7,4,7,2,4,10,3,7,7,4,7,0,0.366948128
4,3,5,3,3,5,9,20.08553692,4,4,7,7,3,1,7,4,2,5,11,3,0.360369126
3,5,5,5,5,6,4,403.4287935,8,3,5,4,3,4,3,5,7,4,8,5,0.425418596
4,6,6,5,3,5,5,148.4131591,6,2,6,6,8,8,8,4,3,3,9,8,0.363817815
6,4,6,8,7,2,2,403.4287935,10,3,5,3,4,5,3,7,5,3,7,2,0.330820084
5,9,2,10,9,5,8,403.4287935,2,4,3,3,10,5,6,8,7,2,5,9,0.332025581
3,5,1,1,4,4,3,403.4287935,2,10,3,1,8,7,12,1,6,8,5,4,0.318425591
2,6,7,8,8,2,2,20.08553692,7,5,6,3,8,4,6,4,8,6,8,3,0.37759923
8,3,4,4,2,4,4,7.389056099,5,5,7,5,11,8,5,6,3,4,12,7,0.34547508
2,7,3,3,2,7,2,403.4287935,7,8,6,6,4,4,4,5,2,8,4,3,0.380836649
9,2,3,1,5,3,5,54.59815003,2,6,6,6,7,4,10,7,6,7,3,3,0.430320269
,1,7,3,4,5,3,54.59815003,2,7,6,4,6,5,6,8,3,2,6,5,0.433788543
,6,7,3,5,4,6,2.718281828,6,4,2,6,3,5,5,4,6,3,7,8,0.342811792
8,6,7,7,5,3,4,403.4287935,4,0,6,5,3,5,6,4,5,4,7,3,0.330829395
6,3,5,9,7,4,5,22026.46579,6,7,4,6,10,3,8,1,5,4,6,1,0.307747501
4,6,1,6,3,7,5,1096.633158,5,6,4,3,7,3,4,8,2,8,8,6,0.338204698
2,2,6,4,6,5,5,403.4287935,5,7,4,5,4,2,5,5,8,4,6,5,0.370881165
4,5,3,3,5,5,4,54.59815003,3,8,5,2,3,3,4,5,5,8,5,2,0.384365074
5,7,8,4,4,6,4,54.59815003,3,2,4,4,5,6,3,4,4,8,7,7,0.313742411
2,9,3,6,6,7,7,2.718281828,6,2,2,6,1,4,4,4,4,3,7,6,0.334369443
4,4,2,5,4,4,6,2980.957987,9,4,6,1,6,7,4,5,0,4,5,4,0.305873869
7,8,6,5,5,6,2,1096.633158,13,4,7,8,7,6,8,5,4,5,4,5,0.408669904
3,9,2,4,5,8,8,20.08553692,6,4,5,6,4,11,5,5,4,6,3,6,0.337822556
7,5,7,4,5,4,6,148.4131591,13,10,3,5,3,5,8,3,5,2,7,7,0.379677699
6,5,0,5,6,5,2,54.59815003,6,4,5,10,3,3,5,7,7,8,6,1,0.364430416
5,3,3,7,7,4,6,403.4287935,7,5,4,6,0,1,6,4,7,5,6,6,0.366830873
,6,5,5,6,5,9,148.4131591,9,4,10,6,6,3,3,3,3,7,5,5,0.393196426
5,4,7,7,3,5,7,148.4131591,4,5,5,6,7,3,7,7,2,1,5,5,0.357457448
5,9,5,7,7,2,7,2980.957987,7,5,4,,5,5,8,6,6,5,6,5,0.334977984
1,6,7,2,2,4,5,403.4287935,3,5,2,4,5,4,3,5,4,5,4,6,0.35733741
6,6,4,6,7,5,8,403.4287935,10,3,3,6,2,6,5,4,7,8,6,8,0.415326814
,4,3,7,3,3,9,148.4131591,5,5,12,7,5,8,6,8,3,4,9,5,0.378692682
8,4,7,1,1,1,9,1,6,4,2,3,4,7,3,4,2,6,4,4,0.436726474
3,9,4,7,4,5,3,2980.957987,5,1,3,6,7,3,2,4,4,1,4,5,0.409900892
7,6,7,2,4,10,7,8103.083928,5,4,6,4,6,4,3,4,5,4,8,7,0.415584296
2,6,6,6,4,2,5,7.389056099,6,3,3,9,6,2,8,5,1,3,7,3,0.409573132
4,9,4,4,3,9,6,7.389056099,4,6,3,1,4,6,5,5,4,5,4,4,0.36192477
7,7,6,2,5,3,6,1096.633158,5,5,6,,5,5,2,7,8,3,1,4,0.412499439
9,4,7,4,7,3,11,148.4131591,7,4,5,4,4,6,5,5,8,3,7,8,0.388313904
7,4,4,1,3,4,7,403.4287935,7,8,5,,7,3,7,8,3,4,4,5,0.331594606
3,12,6,4,5,7,4,2980.957987,6,4,4,,8,4,2,5,6,4,2,6,0.313295185
8,5,6,9,9,3,3,54.59815003,3,4,2,8,4,2,6,5,7,2,4,4,0.369839085
2,5,3,5,4,4,4,54.59815003,4,4,7,10,3,3,5,3,3,6,6,11,0.381607491
6,4,5,3,1,1,6,148.4131591,5,7,8,6,3,3,9,6,3,4,5,3,0.348917651
5,5,7,5,6,2,3,7.389056099,3,4,5,9,4,6,5,7,6,5,5,3,0.388149764
4,3,7,6,5,5,10,20.08553692,6,5,4,,6,2,3,6,5,8,5,4,0.321106669
7,3,4,4,5,1,5,8103.083928,8,5,4,4,4,9,10,6,6,6,5,6,0.412885271
4,4,5,7,7,3,6,403.4287935,5,6,6,4,3,7,5,7,5,5,3,3,0.356109388
5,8,8,4,8,5,7,20.08553692,2,5,5,4,2,4,5,4,5,7,6,7,0.401632047
3,7,9,9,6,8,2,148.4131591,4,2,4,4,2,5,5,10,3,8,6,2,0.419416938
4,4,9,4,3,3,2,148.4131591,4,8,5,4,2,5,7,6,5,6,5,6,0.333442586
3,5,3,6,6,4,8,20.08553692,8,9,5,7,5,6,5,7,4,8,6,3,0.376359927
9,4,5,4,4,7,5,2980.957987,4,6,1,7,5,4,6,5,5,4,7,8,0.317499085
6,3,5,6,3,4,8,1096.633158,7,4,4,6,3,3,2,2,2,7,5,5,0.30596104
3,8,3,3,5,4,4,20.08553692,11,8,3,,6,7,5,1,7,7,1,7,0.305606865
2,9,5,6,5,7,4,7.389056099,4,4,3,3,4,5,2,2,3,1,4,7,0.433021972
10,3,6,6,5,4,8,403.4287935,3,11,4,2,4,1,3,2,4,8,8,3,0.306271121
4,4,7,3,6,0,4,148.4131591,1,7,11,4,4,6,7,7,6,5,2,7,0.384442199
3,4,9,5,7,3,4,54.59815003,7,4,5,4,6,3,3,2,8,4,2,3,0.308034791
11,3,6,6,7,1,5,2.718281828,3,2,2,5,7,1,2,2,6,5,4,7,0.400046798
4,2,2,3,4,7,2,54.59815003,6,2,2,6,7,2,6,4,7,6,5,6,0.36850535
2,5,1,6,5,6,4,1096.633158,7,5,5,,7,2,5,2,3,3,0,3,0.329169982
7,4,2,8,5,4,7,403.4287935,5,7,3,4,1,3,4,7,4,2,7,8,0.384463239
5,2,4,7,6,3,5,148.4131591,4,2,4,4,6,6,5,6,6,6,7,3,0.346789919
7,0,4,2,6,5,4,20.08553692,4,5,3,0,2,7,5,5,8,4,2,5,0.321211825
4,7,7,9,6,3,3,148.4131591,7,2,5,3,5,2,3,7,6,2,3,7,0.403567756
6,9,4,8,6,7,10,148.4131591,4,3,4,3,2,4,7,5,4,3,8,5,0.353448362
3,8,6,3,4,5,2,20.08553692,5,6,6,8,2,2,9,2,4,5,4,9,0.36568502
7,1,5,2,7,5,4,148.4131591,4,6,4,3,5,0,5,8,10,6,8,5,0.305411022
3,6,7,4,8,5,4,403.4287935,3,5,5,2,3,4,3,4,8,7,2,9,0.378921284
6,3,4,2,3,7,5,1096.633158,4,8,2,5,4,9,5,2,6,6,4,4,0.371922436
8,6,5,5,3,10,9,8103.083928,6,7,3,3,5,4,6,2,2,3,4,5,0.404787812
7,8,6,7,3,2,5,2.718281828,8,4,4,,5,6,1,5,1,8,2,2,0.366939966
6,2,7,8,5,8,9,7.389056099,2,10,3,7,6,4,5,3,3,3,8,5,0.418164561
5,2,4,9,6,3,5,1096.633158,7,3,4,6,6,3,5,3,6,2,5,4,0.348721959
4,0,3,7,3,3,5,403.4287935,5,2,8,2,7,7,4,2,1,7,4,5,0.404600303
8,4,4,3,5,4,3,54.59815003,3,5,3,9,6,5,7,4,6,4,8,7,0.33384289
4,2,3,7,5,3,7,54.59815003,11,5,4,9,3,3,4,4,3,4,5,1,0.420851323
5,2,6,4,5,5,7,1096.633158,5,6,4,8,7,7,7,1,6,6,5,7,0.34926478
7,6,4,6,4,8,5,403.4287935,7,8,5,,4,6,6,9,4,4,6,9,0.403095717
9,7,9,7,4,6,5,1096.633158,3,6,6,6,3,6,2,7,3,2,8,3,0.412594616
5,6,6,6,6,6,4,403.4287935,4,2,8,6,7,7,7,5,4,3,4,3,0.322977586
5,2,3,8,5,5,9,148.4131591,2,4,3,8,1,2,9,4,2,5,9,3,0.412174428
4,8,4,5,2,5,3,403.4287935,3,6,2,6,2,6,1,6,3,1,5,2,0.340546751
3,5,3,9,7,4,3,54.59815003,6,5,5,8,8,4,8,3,4,4,2,4,0.383326786
6,6,5,7,7,3,4,2.718281828,4,5,5,5,5,3,3,2,4,3,3,2,0.373024845
6,3,7,6,5,5,4,1096.633158,8,0,4,4,6,6,7,3,5,7,5,4,0.381985714
6,3,4,2,2,5,6,54.59815003,7,7,5,3,7,3,3,6,3,2,4,4,0.410402352
7,5,3,7,7,6,2,22026.46579,3,6,6,8,5,3,3,8,4,9,4,8,0.416384156
1,5,7,3,3,10,5,54.59815003,4,4,2,8,7,3,4,3,5,2,6,8,0.335106848
9,3,9,12,7,9,6,148.4131591,3,4,5,5,3,5,5,4,5,1,8,2,0.326492441
6,4,4,4,3,6,7,54.59815003,3,5,5,1,7,1,2,5,2,7,2,2,0.311719959
6,5,6,5,5,8,7,20.08553692,4,3,1,4,2,3,6,2,4,1,7,6,0.398838996
1,7,7,5,4,4,2,1096.633158,3,3,6,4,2,5,1,6,3,2,7,4,0.366669002
1,10,4,8,7,3,5,20.08553692,5,9,7,4,3,3,5,6,6,6,9,5,0.320914186
6,5,3,4,4,6,2,20.08553692,5,8,6,4,4,4,2,3,5,6,7,8,0.367658638
11,6,8,6,5,2,5,8103.083928,6,4,7,3,4,7,7,5,4,2,6,5,0.437838525
2,6,7,6,5,9,3,54.59815003,4,6,5,5,8,5,7,3,4,1,7,5,0.378085895
3,6,8,7,2,6,2,403.4287935,4,7,7,3,7,5,6,2,3,7,7,5,0.422090875
4,4,3,5,5,8,5,7.389056099,11,7,7,4,8,5,4,8,2,7,1,3,0.31237201
3,3,5,4,3,7,3,2980.957987,6,5,2,5,3,4,9,11,3,2,7,2,0.426290423
9,7,5,3,4,1,7,2980.957987,3,5,6,6,6,6,6,5,7,4,8,5,0.378138398
8,7,6,2,2,8,7,54.59815003,2,6,6,7,7,2,5,4,3,4,7,7,0.375594449
,6,6,3,6,7,2,20.08553692,0,2,5,1,8,6,5,4,5,6,7,7,0.319284221
2,4,2,5,8,5,5,403.4287935,6,5,2,8,7,6,6,4,12,5,4,3,0.36396037
5,10,6,1,3,7,4,54.59815003,2,11,9,7,4,7,3,7,4,7,7,4,0.367834133
5,6,9,6,8,4,11,54.59815003,8,4,8,4,6,6,9,6,8,6,5,5,0.319599131
3,8,2,3,6,9,7,148.4131591,3,4,4,3,8,6,1,10,7,5,6,4,0.346981011
2,5,3,4,2,4,4,2980.957987,6,0,4,6,1,4,6,7,2,2,5,6,0.423041828
8,3,6,1,4,7,5,2.718281828,4,6,7,7,6,7,5,5,5,4,9,4,0.304670013
,5,5,6,5,7,3,20.08553692,4,9,6,5,2,4,4,2,4,3,9,6,0.373312228
2,3,4,3,4,1,3,403.4287935,7,4,6,5,7,6,8,6,5,3,3,7,0.409432847
4,5,2,6,3,4,2,1096.633158,3,4,3,,6,6,6,3,4,1,3,3,0.435483662
5,2,4,3,3,11,6,1096.633158,7,3,6,3,4,9,6,4,3,6,6,7,0.392133731
3,3,3,9,7,4,1,148.4131591,7,5,1,5,4,6,5,5,4,8,1,4,0.305641888
4,9,7,7,6,2,7,54.59815003,5,2,4,2,6,3,3,10,4,3,7,2,0.400675256
4,8,8,6,6,6,1,148.4131591,6,4,5,3,7,5,2,4,7,6,6,6,0.402079531
6,3,5,7,6,3,6,20.08553692,6,9,2,6,7,7,9,0,4,4,4,4,0.37519752
3,4,3,6,6,1,7,2.718281828,5,4,5,4,6,5,4,9,8,8,2,6,0.352893455
7,4,2,8,7,7,5,20.08553692,4,8,3,2,0,6,7,5,8,7,3,4,0.361552522
8,4,2,3,4,4,2,2.718281828,4,4,2,,3,7,9,6,5,5,4,7,0.43232931
4,5,5,4,7,6,8,148.4131591,4,2,6,5,5,6,7,8,8,5,8,5,0.424235773
9,6,7,4,4,3,2,54.59815003,4,8,4,5,2,3,10,3,4,2,9,4,0.339780267
2,4,3,5,6,3,6,2980.957987,5,0,4,3,7,3,3,6,6,5,2,5,0.310369695
7,5,3,1,5,1,4,1096.633158,4,8,6,3,6,5,3,6,7,3,5,9,0.404298029
5,7,2,2,5,6,6,2980.957987,3,6,4,4,8,7,6,4,5,4,7,5,0.374619894
3,6,4,3,2,9,2,2980.957987,3,5,3,4,4,7,4,5,2,6,3,3,0.38963659
1,5,7,6,4,4,9,2.718281828,8,3,4,5,2,6,6,4,4,1,3,6,0.432140752
3,6,4,5,2,6,9,54.59815003,7,3,4,5,5,4,7,3,3,7,8,3,0.432003199
4,2,2,2,3,4,7,2980.957987,2,2,5,8,5,8,3,5,2,3,5,6,0.416228383
3,7,5,7,2,5,9,54.59815003,2,4,8,4,7,6,7,3,0,3,1,10,0.337091019
8,4,4,7,7,5,5,20.08553692,5,8,2,,9,10,7,0,10,7,5,3,0.412189815
7,5,5,8,6,6,6,22026.46579,2,4,5,3,5,4,9,4,4,4,4,8,0.418598448
5,9,6,4,5,8,4,7.389056099,6,4,5,10,5,3,9,4,5,6,4,3,0.300124598
4,5,7,5,4,9,3,148.4131591,5,3,8,,3,7,9,3,3,4,7,8,0.357198214
5,4,2,7,4,3,2,148.4131591,3,5,6,3,4,7,4,5,3,4,8,3,0.343820698
4,8,6,6,7,4,4,54.59815003,6,10,5,9,4,7,3,4,6,4,5,7,0.418150964
4,5,3,3,5,2,2,54.59815003,5,13,4,3,6,12,8,6,7,6,2,4,0.315091812
9,4,6,5,6,4,4,148.4131591,3,5,11,5,5,4,6,3,7,6,5,3,0.3871022
9,6,6,5,3,6,3,2980.957987,5,6,3,4,3,6,5,3,5,5,4,0,0.371285763
6,6,6,1,2,4,6,54.59815003,6,6,3,3,7,7,4,9,3,4,7,5,0.429510416
4,3,6,10,5,4,5,1096.633158,6,8,5,9,8,7,5,4,3,3,4,4,0.366394978
3,1,3,4,3,7,4,22026.46579,4,2,7,,6,3,5,3,4,3,9,4,0.310765285
6,6,4,6,7,10,3,148.4131591,2,4,4,3,4,4,4,4,6,7,5,5,0.424508705
3,8,3,5,3,3,4,20.08553692,7,6,5,3,2,3,5,3,3,5,7,2,0.384165601
3,4,5,6,3,4,8,7.389056099,4,3,4,6,3,11,4,9,5,6,2,7,0.393563641
3,4,6,4,4,7,4,1096.633158,3,7,5,10,4,6,3,4,4,3,2,4,0.400805474
5,5,2,3,4,4,6,7.389056099,7,6,4,6,3,5,4,4,6,4,1,6,0.415891381
5,2,8,6,7,6,7,2980.957987,1,12,6,7,4,5,5,5,8,5,3,4,0.403425704
5,8,7,9,5,9,5,54.59815003,5,3,9,5,9,9,4,4,4,5,9,3,0.336017322
6,5,3,4,6,6,2,403.4287935,7,2,4,7,6,2,2,8,8,3,5,7,0.434131552
5,4,5,5,4,3,6,162754.7914,2,6,3,9,5,5,3,3,4,7,5,3,0.320353672
6,3,8,4,8,7,7,20.08553692,3,5,7,4,1,7,3,8,10,6,5,9,0.358013026
2,7,4,5,2,4,5,54.59815003,4,8,5,8,5,8,2,2,2,5,5,3,0.374540561
2,6,8,8,7,4,6,54.59815003,6,8,8,2,7,5,5,2,5,4,6,6,0.307533788
2,5,5,5,3,6,4,2.718281828,2,7,7,5,5,6,3,5,5,8,8,3,0.317454302
,6,4,2,4,5,2,148.4131591,6,6,4,5,6,6,9,8,7,11,5,2,0.326447289
3,4,6,6,4,5,4,403.4287935,9,3,6,5,4,4,1,8,3,7,2,7,0.421828007
5,6,4,5,5,7,3,54.59815003,3,4,3,3,7,3,5,5,6,4,5,6,0.384197505
2,4,5,3,6,5,4,148.4131591,3,4,1,9,6,5,3,6,8,1,6,2,0.314103219
5,4,4,2,4,4,2,148.4131591,6,8,7,3,3,6,6,7,7,3,4,5,0.402596519
6,3,1,2,3,4,9,20.08553692,0,5,3,5,2,2,6,2,5,3,5,8,0.363880399
3,5,1,2,6,6,2,1096.633158,5,2,5,3,3,4,4,9,8,4,6,6,0.322278581
4,7,3,1,0,4,2,20.08553692,7,1,3,4,1,6,3,7,1,4,3,7,0.378610511
6,6,8,9,6,3,4,2980.957987,5,8,5,5,5,12,8,2,5,6,8,7,0.353852405
7,3,6,6,7,4,4,8103.083928,2,4,3,5,7,6,5,5,4,6,5,2,0.390772567
4,10,3,3,6,4,5,7.389056099,5,5,4,3,4,4,4,6,6,8,6,5,0.437244291
6,8,3,3,4,5,4,54.59815003,4,5,4,3,7,6,5,4,5,5,6,3,0.401861808
5,5,7,5,5,5,6,403.4287935,4,9,7,4,5,3,3,3,7,1,6,6,0.37174851
1,5,3,9,5,5,4,54.59815003,7,6,2,4,4,3,6,3,3,3,6,8,0.385774656
4,4,7,4,9,5,4,403.4287935,7,2,3,5,3,4,2,5,11,4,7,2,0.408341284
4,5,4,6,7,5,8,403.4287935,6,4,2,3,5,2,3,6,7,2,4,3,0.332195945
9,7,3,5,4,7,4,7.389056099,7,2,4,5,4,5,6,5,3,6,5,11,0.318939086
8,3,4,4,4,0,6,2.718281828,1,6,4,4,8,5,7,8,3,3,2,4,0.380636053
5,6,6,1,3,6,1,2980.957987,3,5,7,4,7,7,9,5,4,4,9,3,0.40438306
11,4,7,4,4,6,3,8103.083928,9,7,5,4,3,5,4,5,5,2,4,6,0.359125656
3,10,8,6,4,7,5,148.4131591,6,1,7,7,4,6,4,8,5,8,6,5,0.327130697
7,3,4,3,4,4,6,2.718281828,3,6,7,5,2,3,4,5,5,5,3,9,0.389331891
4,3,7,3,4,2,5,54.59815003,2,0,3,7,2,5,5,2,6,2,4,4,0.394746798
10,5,4,6,7,5,5,148.4131591,3,4,5,4,6,8,4,2,8,5,4,4,0.41041217
5,5,5,3,4,4,8,54.59815003,2,4,5,1,4,5,5,1,5,7,15,4,0.382075874
4,6,4,6,6,7,5,1096.633158,7,5,4,,3,2,1,7,7,3,6,9,0.351230616
5,4,6,5,6,4,4,7.389056099,5,5,6,2,5,3,3,2,4,5,5,4,0.33067673
5,2,1,10,8,3,3,20.08553692,7,6,4,6,4,5,8,3,7,3,7,4,0.305949406
6,6,5,1,5,7,4,162754.7914,5,4,4,6,6,6,5,8,7,4,4,2,0.356115333
5,4,4,4,7,8,3,7.389056099,5,7,6,3,7,4,6,3,8,3,3,7,0.407826339
6,2,2,10,14,7,5,54.59815003,4,7,9,5,6,5,3,9,13,6,2,2,0.405403115
2,4,9,2,4,6,5,1096.633158,5,5,3,6,2,6,3,6,4,7,7,14,0.431879607
7,6,5,3,2,4,3,54.59815003,6,4,3,6,6,5,7,4,1,3,9,6,0.302531142
3,5,6,6,7,3,5,54.59815003,4,7,3,8,2,6,6,7,5,4,5,4,0.324727235
5,5,2,5,2,5,10,403.4287935,5,6,6,10,5,4,6,8,5,2,3,3,0.392572028
5,4,2,6,5,6,4,54.59815003,9,6,6,4,8,4,4,7,2,6,3,5,0.375849994
7,6,3,4,8,3,6,148.4131591,3,6,6,5,3,4,8,5,9,8,4,5,0.400534438
5,3,6,1,1,5,2,1096.633158,5,2,6,8,6,4,8,5,2,5,4,4,0.35441924
5,6,3,8,9,5,3,403.4287935,5,5,3,3,5,11,7,7,8,3,6,6,0.349384548
2,9,7,9,3,8,5,403.4287935,3,5,7,6,4,8,3,5,0,10,6,3,0.397829236
2,9,8,5,5,10,2,22026.46579,5,5,8,3,7,9,7,5,4,3,3,11,0.357211837
5,4,3,3,4,3,7,7.389056099,4,4,6,4,3,1,3,3,5,7,3,2,0.33627736
8,5,5,5,4,8,11,54.59815003,4,1,3,4,2,3,5,6,5,3,6,10,0.342225199
6,5,2,8,4,6,8,2980.957987,1,6,2,8,4,6,4,5,4,4,9,5,0.330732532
0,1,9,6,6,1,11,20.08553692,4,4,10,4,6,6,4,6,4,4,2,2,0.301567868
8,9,9,8,7,6,4,54.59815003,3,5,7,6,3,2,9,4,5,4,4,2,0.396874458
1,4,7,8,5,5,6,1096.633158,7,9,8,2,4,1,5,3,5,7,2,4,0.402871176
7,7,6,4,4,9,5,403.4287935,5,7,6,5,5,7,5,4,5,3,5,8,0.410849964
3,3,5,3,6,8,3,2.718281828,1,9,5,2,7,4,0,5,7,1,6,3,0.325104245
5,6,6,4,4,8,8,148.4131591,3,2,3,,4,4,7,5,3,2,5,9,0.427957177
4,9,9,6,2,4,8,148.4131591,9,6,3,,3,8,9,6,3,9,1,7,0.346376505
6,6,4,5,7,2,4,148.4131591,9,8,4,8,9,11,5,9,5,5,7,9,0.425227786
4,6,5,7,3,4,5,7.389056099,1,4,4,2,4,4,5,3,4,6,5,8,0.33812001
7,6,10,4,2,6,6,2.718281828,6,7,3,9,2,5,1,5,2,5,5,5,0.305896515
7,2,6,3,4,5,6,20.08553692,4,8,6,6,8,3,5,1,5,10,3,5,0.372539344
9,9,3,3,1,5,4,403.4287935,3,8,13,,2,5,5,5,2,7,4,4,0.374239794
7,4,2,5,6,5,5,20.08553692,5,4,0,3,4,5,1,1,6,4,7,6,0.426130394
5,6,1,5,6,8,10,54.59815003,6,4,5,7,3,5,6,5,4,4,5,5,0.393804958
5,6,5,9,7,6,13,20.08553692,4,8,6,7,4,8,7,4,5,5,2,4,0.415685287
4,5,5,3,4,8,5,1096.633158,7,2,6,4,4,5,4,6,5,2,5,4,0.419425567
2,2,5,3,2,5,3,2.718281828,1,6,5,4,4,5,6,7,3,6,6,11,0.368294882
,6,6,6,6,7,6,54.59815003,8,8,3,4,6,3,3,3,5,7,5,3,0.42715954
4,3,2,2,2,2,4,20.08553692,1,8,7,2,8,5,3,3,5,5,2,4,0.401321373
5,9,6,4,3,6,4,20.08553692,5,4,3,0,5,2,3,4,2,4,4,4,0.315300107
7,7,6,10,4,3,4,54.59815003,10,5,8,7,4,1,12,7,3,3,4,3,0.334898804
7,5,5,9,7,3,5,403.4287935,7,6,5,9,7,2,6,4,7,9,9,5,0.314380303
2,8,8,6,4,5,2,148.4131591,9,6,4,1,5,6,4,5,2,7,8,6,0.381699258
